Project: bilstm_final2 data: data8 Best,F1
lstm_b,0.33408353396838686
mem_b,0.3380060728744939
g_b,0.329002028789489
mem_g_b,0.3286705010769486
g_gcn_b,0.32999196179488394
mem_g_gcn_b,0.34638875172180783
