Porject: hugo data: data7 Best,Train acuracy (with NA),Train acuracy (without NA),Test acuracy (with NA),Test acuracy (without NA),Train AUC,Test AUC
lstm,0.85018,0.46503,0.82253,0.34368,0.4174,0.22543,From epoch 10
mem_g_gcn,0.83439,0.39893,0.82685,0.3282,0.36612,0.22353,From epoch 6
