Porject: fico data: data5_mini Best,Train acuracy (with NA),Train acuracy (without NA),Test acuracy (with NA),Test acuracy (without NA),Train AUC,Test AUC
lstm,0.77757,0.12258,0.77682,0.05653,0.08461,0.0307,From epoch 7
mem_g_gcn,0.75796,0.05079,0.79759,0.03773,0.05464,0.03176,From epoch 4
